p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ZNF706	0.0765623668040977	0.26547175564003	0.28	0.264	1
BECN1	0.0765625311208506	0.358419452534155	0.142	0.129	1
LINC02242	0.0766516994588961	0.703759419018727	0.003	0.001	1
PSPH	0.076704512294908	0.467562936489108	0.015	0.011	1
NRL	0.076933452379754	-0.483110914649464	0.005	0.008	1
SAAL1	0.0770307219978857	-0.32788347071129	0.027	0.032	1
AC107241.1	0.0770450694996856	0.840497813871491	0.006	0.004	1
AC016355.1	0.0770493972776176	-0.615047035920976	0.004	0.007	1
USP3-AS1	0.0775280905543018	0.355624121002064	0.023	0.018	1
TMEM205	0.0777994925303703	0.415867007072025	0.062	0.054	1
SEMA4F	0.0779670878381286	-0.514626512926192	0.014	0.018	1
MANBA	0.0779848811267867	0.366208606179923	0.051	0.044	1
GPR65	0.0782210423347174	0.479805308451945	0.304	0.308	1
KIF3C	0.0782401139133485	0.756043869052524	0.009	0.007	1
TOMM40L	0.0785232615465553	0.541784290110449	0.018	0.014	1
MT1G	0.0788255234280762	1.18428380528248	0.009	0.006	1
SMCR8	0.0788615576734516	0.28146544550988	0.068	0.06	1
TMEM50A	0.0791372981005409	0.403827536614077	0.363	0.368	1
PCLO	0.079374071666543	3.57211786269001	0.001	0	1
MKRN2OS	0.0793961767976373	2.44014515736936	0.001	0	1
PLK5	0.0793961767976373	2.81213381153668	0.001	0	1
SLC25A27	0.079418286934068	2.31141068008741	0.001	0	1
TSKU	0.079418286934068	2.85124209241845	0.001	0	1
ZNF205	0.079418286934068	2.47869401038953	0.001	0	1
TNFSF13	0.079418286934068	2.99513195163115	0.001	0	1
AC003991.2	0.0794404020766002	2.31265651915268	0.001	0	1
AKAP3	0.0794404020766002	2.00732094419261	0.001	0	1
AC009019.1	0.0794404020766002	2.52237956115053	0.001	0	1
PROS1	0.0794625222259986	2.16933491209551	0.001	0	1
SLC1A3	0.0794625222259986	2.26405930584291	0.001	0	1
SHISA3	0.0794625222259986	2.4614894394118	0.001	0	1
AL034345.2	0.0794625222259986	1.38388056968283	0.001	0	1
DRP2	0.0794625222259986	1.92850294079312	0.001	0	1
SRPK3	0.0794625222259986	3.10022243792577	0.001	0	1
TEX48	0.0794625222259986	2.28813242077487	0.001	0	1
CDON	0.0794625222259986	2.08715111783546	0.001	0	1
DNM1P35	0.0794625222259986	2.24077375187204	0.001	0	1
TGFB2	0.0794846473830286	2.26752597397193	0.001	0	1
SCN9A	0.0794846473830286	1.97933818558566	0.001	0	1
AL596220.1	0.0794846473830286	1.66556112706545	0.001	0	1
RBP2	0.0794846473830286	1.60686878663604	0.001	0	1
OPA1-AS1	0.0794846473830286	1.09657518160222	0.001	0	1
FANCD2OS	0.079506777548455	1.51146854988209	0.001	0	1
KCNQ1-AS1	0.079506777548455	1.46284248490474	0.001	0	1
EFNB3	0.079506777548455	1.56755392655662	0.001	0	1
ATP2B4	0.0795241630403024	0.456211297141913	0.309	0.316	1
AL133216.1	0.0795289127230427	0.579392777156682	0.001	0	1
ITIH3	0.0795510529075569	0.357886361109697	0.001	0	1
DNAH3	0.0795510529075569	1.36201548028105	0.001	0	1
P2RX1	0.0795510529075569	0.321318556481682	0.001	0	1
AC091167.5	0.0795510529075569	0.771841778223086	0.001	0	1
AL353593.1	0.0797420173617288	-0.818723652292215	0.002	0.004	1
ADAMTS6	0.079798427649211	-0.690494194809381	0.03	0.036	1
AC025917.1	0.0798416599440397	1.21039845836877	0.003	0.002	1
UGDH	0.0800743997613324	0.426500367524773	0.049	0.042	1
AC100810.3	0.0801454386088919	0.761194737725528	0.003	0.002	1
DNAJC22	0.0802082762381392	1.45318235116865	0.002	0.001	1
CDH4	0.0802480294161873	1.74602352558669	0.002	0.001	1
OR10H1	0.0802745404266322	1.30460598694282	0.002	0.001	1
ZMYND12	0.0802745404266322	1.03418030813623	0.002	0.001	1
FAM13A-AS1	0.0803469330283576	-0.252215835965064	0.025	0.03	1
SMIM5	0.0803541161524848	1.12208988136162	0.002	0.001	1
AL645608.3	0.080367385001431	1.30144569436124	0.002	0.001	1
GPR146	0.0803749336022496	0.750434517400582	0.004	0.002	1
AC002470.1	0.0804603167888101	0.744201545685595	0.002	0.001	1
TSPAN9	0.080473599881043	0.943997467262591	0.002	0.001	1
AP000265.1	0.0806331359622192	0.521603620063193	0.002	0.001	1
OPRM1	0.0807532716416116	-1.71298580425098	0.002	0.004	1
AC079315.1	0.0807747216760444	0.726218105563991	0.004	0.002	1
AC104938.1	0.0808055414162851	0.585334123732658	0.004	0.002	1
CLDN20	0.0808296758018254	-2.46727278372248	0	0.002	1
AC044802.1	0.0808434182390707	-2.2042012760093	0	0.002	1
AL024474.2	0.080857162573373	-2.20928540286128	0	0.002	1
PPP4R4	0.0809671855629558	-1.44139107673116	0	0.002	1
FZD2	0.0809671855629558	-1.25947745210198	0	0.002	1
AL158211.3	0.0809671855629558	-0.944456250195758	0	0.002	1
AC009690.2	0.0809809469786884	-1.04311664280919	0	0.002	1
AC004982.1	0.0810360116315425	-1.17182020933549	0	0.002	1
EFCAB2	0.0810753129615522	0.452517798278895	0.016	0.013	1
LINC00384	0.0811324479123401	-1.04075916657988	0	0.002	1
AP003392.3	0.081158445106487	0.800424418520415	0.004	0.002	1
MORN4	0.0811888228799816	0.752327973102705	0.004	0.002	1
MAP3K21	0.0813000343457541	0.451141339797949	0.01	0.007	1
TRBV19	0.0813170269718493	-1.08063054164432	0.002	0.004	1
KCNJ5	0.081435265468024	0.570900057916952	0.004	0.002	1
PTPRS	0.0814447561387933	0.626852997430849	0.004	0.002	1
NPPA-AS1	0.0815207138213618	0.348301716256663	0.004	0.002	1
TMPRSS13	0.0815397122208728	0.518444451538171	0.004	0.002	1
LRRC4	0.0817625136108157	0.380430270574024	0.024	0.02	1
AC073508.3	0.0817749953214461	-0.394512557472801	0.002	0.004	1
TATDN2	0.0819098434827233	0.419614887312378	0.062	0.055	1
FOSL1	0.0821123827641108	0.915038022143286	0.011	0.008	1
SECISBP2L	0.0824691592646054	0.384506748969591	0.152	0.141	1
TCTEX1D2	0.0824789782693734	0.32985256301293	0.038	0.032	1
R3HDM1	0.0825314084640894	0.318160200038674	0.113	0.102	1
SLC5A2	0.0827327601383529	-1.1973422430391	0.002	0.003	1
CR381653.1	0.0827355491776623	-0.491629754292268	0.007	0.009	1
DCAKD	0.0827875542897333	-0.672795640643476	0.018	0.022	1
SLC6A8	0.0827900311390847	0.316230255941539	0.019	0.015	1
USP13	0.0827928871722942	0.297164344661929	0.027	0.022	1
LINC01238.1	0.0828168775151437	-1.18013137972114	0.002	0.003	1
CTNNA1	0.0828539310878704	0.59707518449196	0.077	0.07	1
CCSER1	0.0828917066915047	-1.19294923853616	0.002	0.003	1
PLD2	0.082960375875974	-0.275670165321483	0.009	0.013	1
ECH1	0.0833467815321811	0.371833576923284	0.211	0.198	1
AATF	0.0836057459395113	0.424622323572403	0.137	0.126	1
TMEM200B	0.0837444490865266	0.848324902529406	0.006	0.004	1
HCG25	0.0839254448096074	-0.756754888176728	0.007	0.01	1
AC116913.1	0.0842130345290763	-0.485210640971901	0.008	0.012	1
LPAR2	0.0842651691159672	0.459939636905945	0.058	0.05	1
ATP6V0B	0.0843023628146313	0.433123917334519	0.204	0.192	1
CEP41	0.0843076332054902	0.374883695423069	0.029	0.024	1
LINC00894	0.0846938334114803	-0.610870361107135	0.01	0.013	1
AC068888.1	0.084865669227423	0.419473160771252	0.017	0.013	1
ZNF669	0.085001218898246	-0.449198258822961	0.048	0.054	1
FAAP100	0.0851363143029143	-0.337605100467357	0.033	0.039	1
PIGU	0.0851633462455808	0.350881463530144	0.025	0.02	1
SLC48A1	0.0854007037781245	0.574273589234693	0.015	0.012	1
AC008752.2	0.0854429978933538	-2.10691085741525	0.001	0.003	1
HMGCS2	0.0855267085147737	-3.44693143146062	0	0.001	1
CFHR1	0.0855267085147737	-3.07796357916012	0	0.001	1
AC114781.2	0.0855267085147737	-3.15746305850993	0	0.001	1
INMT	0.0855267085147737	-3.19427821877239	0	0.001	1
AL161909.2	0.0855267085147737	-3.00577671201097	0	0.001	1
ORM2	0.0855267085147737	-2.95481091191667	0	0.001	1
FCN2	0.0855267085147737	-3.04322168585509	0	0.001	1
RGS11	0.0855267085147737	-3.27907164856095	0	0.001	1
AC092376.1	0.0855267085147737	-3.45682287348816	0	0.001	1
TAC4	0.0855267085147737	-2.68933127729469	0	0.001	1
LINC02080	0.0855267085147737	-2.92598925575492	0	0.001	1
AL109976.1	0.0855267085147737	-3.01411036250515	0	0.001	1
AL391845.1	0.0855267085147737	-3.0990844365445	0	0.001	1
AL445471.2	0.0855267085147737	-2.75697373319161	0	0.001	1
AL391650.1	0.0855267085147737	-2.86016970856669	0	0.001	1
AC243547.2	0.0855267085147737	-2.89913886137243	0	0.001	1
AL136379.1	0.0855267085147737	-3.153947607555	0	0.001	1
AC010904.2	0.0855267085147737	-2.76953379382147	0	0.001	1
HSPE1-MOB4	0.0855267085147737	-3.02842386168421	0	0.001	1
AC021127.1	0.0855267085147737	-3.00685959762973	0	0.001	1
WWC2-AS2	0.0855267085147737	-2.61449122119273	0	0.001	1
CTNND2	0.0855267085147737	-3.00310261256092	0	0.001	1
CDH12	0.0855267085147737	-3.0308279506461	0	0.001	1
IL5	0.0855267085147737	-3.42516035857275	0	0.001	1
AC008443.6	0.0855267085147737	-2.6009680367991	0	0.001	1
AL357054.2	0.0855267085147737	-3.52210012739157	0	0.001	1
AL583856.2	0.0855267085147737	-3.3263172152398	0	0.001	1
SNAP91	0.0855267085147737	-3.07552776947649	0	0.001	1
TAS2R5	0.0855267085147737	-3.06595562277236	0	0.001	1
TRBV12-4	0.0855267085147737	-3.03525367578564	0	0.001	1
H2AFB1	0.0855267085147737	-2.64725283005492	0	0.001	1
DLGAP2	0.0855267085147737	-3.25107900045904	0	0.001	1
AP003550.1	0.0855267085147737	-3.08175668997856	0	0.001	1
BAALC-AS1	0.0855267085147737	-2.97935252891076	0	0.001	1
BMS1P14	0.0855267085147737	-3.08132256092076	0	0.001	1
GAS1RR	0.0855267085147737	-3.0229946159395	0	0.001	1
AC103974.1	0.0855267085147737	-2.70620387991954	0	0.001	1
AL160291.1	0.0855267085147737	-2.58366850164868	0	0.001	1
AL391839.1	0.0855267085147737	-3.22403488370785	0	0.001	1
AC125494.3	0.0855267085147737	-3.58410851556899	0	0.001	1
WNT1	0.0855267085147737	-3.23273284206199	0	0.001	1
AC068987.3	0.0855267085147737	-3.21702942299703	0	0.001	1
CISTR	0.0855267085147737	-2.70088021489233	0	0.001	1
RFX4	0.0855267085147737	-3.70171176303654	0	0.001	1
AC007570.1	0.0855267085147737	-2.90592318243001	0	0.001	1
TMEM132C	0.0855267085147737	-2.59821998988198	0	0.001	1
AC108704.1	0.0855267085147737	-3.07167178344261	0	0.001	1
AC135586.2	0.0855267085147737	-3.27035356207406	0	0.001	1
AL355478.1	0.0855267085147737	-3.1028272201337	0	0.001	1
AL355810.1	0.0855267085147737	-3.17609164151067	0	0.001	1
AL357153.1	0.0855267085147737	-3.15680933759038	0	0.001	1
AC004817.1	0.0855267085147737	-2.98406389862722	0	0.001	1
AC012414.5	0.0855267085147737	-2.92558517393786	0	0.001	1
AC100835.1	0.0855267085147737	-3.53197750731444	0	0.001	1
AC090260.1	0.0855267085147737	-2.78885667034036	0	0.001	1
RNF151	0.0855267085147737	-3.04185745103124	0	0.001	1
AC002091.1	0.0855267085147737	-3.1511952385888	0	0.001	1
AC107982.2	0.0855267085147737	-3.25400745124746	0	0.001	1
AC015818.2	0.0855267085147737	-2.91979413638331	0	0.001	1
AC015688.6	0.0855267085147737	-3.08227053251646	0	0.001	1
AC090844.3	0.0855267085147737	-2.72172006768376	0	0.001	1
PRND	0.0855267085147737	-3.28974718857756	0	0.001	1
AC005253.2	0.0855267085147737	-2.78011512373324	0	0.001	1
AC010504.1	0.0855267085147737	-3.0278027378395	0	0.001	1
GEMIN7-AS1	0.0855267085147737	-2.87657754427763	0	0.001	1
AC010487.2	0.0855267085147737	-3.12196332329179	0	0.001	1
KRTAP12-3	0.0855267085147737	-3.29280278911551	0	0.001	1
MILR1	0.0856616331721545	0.274658936263855	0.025	0.02	1
CCDC24	0.0857383303034815	-1.2045055048348	0.001	0.003	1
AC007566.1	0.0858403601452219	-0.912233106159611	0.001	0.003	1
LINC00240	0.0860958640354779	-0.444478953229027	0.001	0.003	1
UBOX5	0.0861191199387814	-0.388028037261751	0.013	0.017	1
TAS2R43	0.0862989214164156	-2.70748824563865	0.001	0.002	1
AL355574.1	0.0863378144415919	-2.29982951533098	0.001	0.002	1
NPR2	0.0863412868712574	0.28964676655511	0.008	0.005	1
LIN28A	0.0863637509893542	-2.22149899798903	0.001	0.002	1
LINC00896	0.0863896938297412	-2.2346634627701	0.001	0.002	1
AC007638.2	0.0864026676099836	-1.97098335323122	0.001	0.002	1
TRBV6-5	0.0864026676099836	-2.22774669731939	0.001	0.002	1
AC121761.1	0.0864491456787507	0.444408099277299	0.008	0.006	1
FRMD4A	0.0864926314747383	0.317552125278264	0.02	0.016	1
AC008280.3	0.0865087724841942	-0.659648703749319	0.002	0.004	1
LINC01963	0.0865140254520106	-0.65565454451336	0.007	0.01	1
DDX51	0.0865320650037468	-0.296788400363783	0.043	0.05	1
GPR150	0.0865454830735951	-1.63362328288419	0.001	0.002	1
FPGT-TNNI3K	0.0865844658117388	-1.40462934090636	0.001	0.002	1
AC087289.5	0.0865844658117388	-0.947092562520886	0.001	0.002	1
AC087632.1	0.0867014991058016	-0.547982544944635	0.001	0.002	1
RAB39B	0.086714493208286	0.534614798209186	0.041	0.035	1
COL6A6	0.0867275238419822	-0.749176608529729	0.001	0.002	1
AC092535.4	0.0867535548848908	-0.879882479751137	0.001	0.002	1
AC027020.1	0.0868707726507472	-0.509294706184273	0.001	0.002	1
GRIP2	0.0870295838838202	0.375083815187141	0.012	0.009	1
PSMD6	0.0872023358423718	0.339789746335792	0.171	0.159	1
AC016394.1	0.0873478132015519	-0.537842302689564	0.009	0.013	1
LRSAM1	0.0873758839126796	-0.376744931959708	0.018	0.022	1
AC016027.1	0.0874064792369367	-0.752608379556672	0.003	0.006	1
LRRTM2	0.0874647075479171	-0.455926531957116	0.003	0.006	1
CDH26	0.0875292711312753	-1.94174856657212	0.001	0.003	1
KMT2C	0.0875845997514014	0.263702287660384	0.358	0.349	1
AL023803.1	0.087840069447922	-1.19957881215682	0.001	0.003	1
KATNB1	0.087844089396246	0.440152135843504	0.026	0.021	1
AC010998.2	0.08786230334363	-0.782176675640506	0.001	0.003	1
AC022400.6	0.0878845415270996	-1.25299731557937	0.001	0.003	1
CATSPERB	0.0879889930272972	-0.688573763826802	0.005	0.007	1
PGAP3	0.0880519382580216	-0.424698153035175	0.011	0.015	1
AC079171.1	0.0881152213748875	-1.74114265088143	0.001	0.002	1
GOLGA8Q	0.0881272570181914	-1.9675330128558	0.001	0.002	1
SYNJ2BP-COX16	0.0881392939870015	-2.0442104720651	0.001	0.002	1
AC092329.3	0.0881513322814136	-2.04887256376953	0.001	0.002	1
AL049712.1	0.0882160995018844	-0.880250079842776	0.004	0.006	1
EFHC2	0.088223589890891	-1.6451570087306	0.001	0.002	1
MEIS3	0.0882967722333601	-0.444997120361498	0.001	0.003	1
TDRD15	0.0883190992941071	-0.434217985434681	0.001	0.003	1
MATN1-AS1	0.0883442143491153	-0.545398194489795	0.018	0.023	1
AL158071.5	0.0883561861963281	-1.21287402528381	0.001	0.002	1
DBF4B	0.0883803058368934	0.25544592179331	0.012	0.009	1
DANT2	0.088513097993737	-0.740601310996042	0.001	0.002	1
DOLPP1	0.0885173638457339	0.380177681286083	0.013	0.01	1
GEN1	0.0885848334709964	0.425626763818754	0.027	0.023	1
IL17RB	0.0886240432787076	0.618887291554834	0.005	0.003	1
AP001107.9	0.0888131787199556	-0.715777393173345	0.005	0.007	1
SNPH	0.0889515490225851	0.425505754371605	0.009	0.007	1
CDC23	0.0890318245830992	-0.329956288665876	0.042	0.048	1
AC017083.2	0.0892756009771638	-0.749564596975793	0.006	0.009	1
CACNA1C-AS2	0.0893526904596653	-1.12349661224483	0.006	0.009	1
AC011495.2	0.0898004096839364	1.1530882575147	0.002	0.001	1
AC016245.1	0.0898259376222313	1.14213449235168	0.002	0.001	1
PRIM1	0.0898553417040175	-0.305176283042069	0.054	0.06	1
SLFNL1	0.0899153314151062	1.26792167352104	0.002	0.001	1
LINC01149	0.0900047968057805	0.657996231552843	0.002	0.001	1
OPA1	0.0900605895147712	0.273697194171284	0.128	0.117	1
RAB42	0.0900815384407036	0.968249705802808	0.002	0.001	1
KCNH3	0.0901455300235475	0.417529451361442	0.002	0.001	1
CELA2A	0.0901711368979132	0.708971945411633	0.002	0.001	1
RGPD1	0.090260807059742	0.278965025143817	0.002	0.001	1
ARF4-AS1	0.0903981050530121	-0.612324494074946	0.009	0.012	1
CRIM1	0.0904663804873023	0.349015449906531	0.077	0.087	1
ODF3B	0.0905423978218863	0.82450764449321	0.022	0.018	1
TRAV23DV6	0.0908028989505768	-1.11169792092292	0.003	0.005	1
AL512408.1	0.0909400625655688	-1.51594797478144	0.002	0.004	1
FZD3	0.0909961637022014	-0.651478083323393	0.015	0.019	1
AC004816.1	0.0912004066989003	-0.857796224762863	0.006	0.009	1
NME9	0.0912727983796729	-1.02999068448273	0.002	0.004	1
MTTP	0.091309829363255	-1.16197930277135	0.002	0.004	1
PWP1	0.0913316203647229	0.362954413909051	0.139	0.128	1
C9orf139	0.0913638590801249	-0.759842412662021	0.003	0.005	1
AC067930.1	0.0914580740920466	-0.771432471705365	0.002	0.004	1
AC092535.1	0.0914696626858716	-2.42977872482814	0	0.001	1
TEX12	0.0914696626858716	-2.72598115603832	0	0.001	1
AP000904.1	0.0914696626858716	-3.65290499620079	0	0.001	1
AC016876.3	0.0914696626858716	-2.99458560310968	0	0.001	1
APOB	0.0914879749773223	-2.13264865740344	0	0.001	1
EIF3CL	0.0914879749773223	-2.6034023665898	0	0.001	1
AC231533.1	0.0914879749773223	-2.2222669588108	0	0.001	1
AC097724.1	0.0915062902153585	-2.34828720154597	0	0.001	1
AC007272.1	0.0915062902153585	-2.33606853661026	0	0.001	1
DLEU7	0.0915062902153585	-2.37118635222854	0	0.001	1
AL133467.1	0.0915062902153585	-2.27218167567358	0	0.001	1
SRD5A1	0.0915092071273848	0.474282362785016	0.02	0.016	1
AC022150.1	0.0915429295324175	-2.51450560003339	0	0.001	1
AL157955.1	0.091546230015507	0.592287480824687	0.004	0.003	1
AC003991.1	0.0915681932511914	0.791600929991986	0.007	0.005	1
MIS18A-AS1	0.0916162435390956	-1.64644902685314	0	0.001	1
CYP2C8	0.0916345794118428	-1.37880094355334	0	0.001	1
AC090181.1	0.0916345794118428	-1.48417139223481	0	0.001	1
AC010978.1	0.0919515544777141	-0.578999624514348	0.012	0.015	1
THSD8	0.0919977451493691	0.433799905866278	0.004	0.003	1
TACO1	0.0920257881805033	-0.31941562534219	0.025	0.03	1
FOXD2	0.092081208071485	-0.322330236221529	0.007	0.01	1
EGLN2	0.0924872920345955	-0.438514551473943	0.012	0.015	1
AL590560.2	0.0927912969604456	1.37894577880327	0.004	0.002	1
WWC1	0.0930645746201429	1.57088181292623	0.004	0.002	1
C9orf85	0.0930956188801488	-0.273186775529561	0.061	0.068	1
VMO1	0.0931862385149866	1.37772686235115	0.004	0.002	1
MYO15A	0.0931982125766338	0.667711395460699	0.005	0.003	1
AQP11	0.0936436152949756	1.21538439744478	0.004	0.002	1
RAP2A	0.0936443592512417	0.322987359626384	0.068	0.06	1
MFAP5	0.0936610913997024	1.75766968201001	0.002	0.001	1
TMEM198	0.0937410375845451	1.8525076360407	0.002	0.001	1
CREB5	0.093773031379705	1.6086353415443	0.002	0.001	1
AC026785.2	0.0938210384928635	1.53500398627593	0.002	0.001	1
AC073320.1	0.0938380400890785	-0.880922059121766	0.005	0.007	1
PNMA5	0.0938690653151542	2.25357515316106	0.002	0.001	1
PLEKHG7	0.0938850786366252	1.50215532539654	0.002	0.001	1
CPT1C	0.0938984905010535	0.816573249946594	0.004	0.002	1
S100A12	0.0939010941487713	1.55857485539688	0.002	0.001	1
AC005046.1	0.0939307689779913	1.07308575950281	0.003	0.002	1
CPEB1-AS1	0.0939427160154718	1.35479560206996	0.003	0.002	1
KCNIP2	0.0939491538311897	1.71394065106911	0.002	0.001	1
NUDT10	0.0940132640889017	0.469337876168765	0.002	0.001	1
CSPG5	0.0940934512373981	0.614074114241372	0.002	0.001	1
LINC02323	0.0941175179513525	1.32792588652981	0.002	0.001	1
AL354920.1	0.0941435932477539	-0.944664850161852	0.006	0.009	1
DPY19L1	0.0942025419940748	0.58308488278973	0.047	0.041	1
EIF4EBP3	0.0942379262913902	0.49661036871918	0.002	0.001	1
KCNMB3	0.0942723343452029	-0.593946613510949	0.008	0.011	1
SLC28A2	0.0943346360531499	-1.16833727520361	0.005	0.007	1
AC025682.1	0.0943484941301903	-1.13762826161769	0.004	0.006	1
FSCN3	0.0943697874203724	0.326194428515896	0.005	0.003	1
IL32	0.0944197164387417	0.259426424210148	0.855	0.905	1
DNAJB13	0.0944201610146043	0.316868528266525	0.004	0.002	1
ZNF77	0.0945284696959382	-0.381015422805595	0.01	0.013	1
POLR3F	0.0947705867546356	-0.374115043002095	0.03	0.036	1
PXMP2	0.0948567105508252	0.428731788778488	0.024	0.019	1
TBXAS1	0.0952184991652863	0.267396087015814	0.025	0.031	1
NMI	0.095350397826085	0.441462594127119	0.149	0.14	1
AC032044.1	0.0953600615728226	0.728774750232818	0.003	0.002	1
TXNRD3	0.0953711712649225	1.51847079083738	0.003	0.002	1
SMS	0.0957038908185977	0.284232749640563	0.12	0.11	1
TNIP1	0.0957151945253092	0.341482573606695	0.175	0.164	1
ZNF154	0.0958275529769546	-0.476620639069552	0.006	0.009	1
ACVR2B	0.0958452539924518	-0.488607874905447	0.017	0.021	1
LINC01730	0.0960060203394933	0.255291416635884	0.009	0.006	1
AC011416.3	0.0961588475089992	-1.333129396282	0.002	0.003	1
FOXRED1	0.0962192242456703	-0.350956544249588	0.04	0.046	1
EEF1AKMT1	0.0962365764968819	0.532115775839631	0.019	0.015	1
DLG3	0.0965262004082077	0.555286731312616	0.063	0.057	1
POMK	0.096541008637878	-0.367006588531651	0.004	0.006	1
AC017104.3	0.0965964385877152	-1.2703087384213	0.002	0.004	1
DENND1A	0.0967016230227383	0.327444997234592	0.03	0.025	1
TMEM170A	0.0968621324637045	0.315980399172781	0.172	0.159	1
AC016596.1	0.0972449514624479	-0.298785125891563	0.015	0.019	1
DCUN1D5	0.0974533105815416	0.317163305841465	0.088	0.079	1
AC135782.3	0.0975189970506421	0.580653226287358	0.007	0.005	1
SEMA4C	0.0976032313118426	0.27130870343413	0.036	0.031	1
AL391335.1	0.0976704516145334	-0.654628952134104	0.002	0.004	1
HYAL2	0.0979117586028646	0.812697044731062	0.009	0.006	1
ADM2	0.0981540832927715	0.416475193578634	0.01	0.007	1
ELOVL4	0.0981895850163002	-0.250768568018686	0.008	0.011	1
FAXDC2	0.0983729119519004	0.307782922322125	0.007	0.005	1
PEBP4	0.0991970867483722	-1.05325728715544	0.005	0.008	1
DCAF15	0.0997430550187905	-0.319651364479027	0.062	0.068	1
PNO1	0.0997731610876153	0.275371718431392	0.11	0.099	1
CAP1	0.100320218981585	0.346282649803345	0.412	0.421	1
PRR14	0.100376044093585	0.307676568841659	0.085	0.076	1
AC092794.1	0.100434267256778	-0.864837323050283	0.003	0.005	1
SEMA6B	0.10050190415369	0.315800824615921	0.011	0.008	1
CDPF1	0.100652414377149	-0.482104478612039	0.009	0.013	1
CNOT8	0.100924038451496	0.256509704775904	0.134	0.122	1
XRN2	0.101061763444202	0.271191282751528	0.293	0.282	1
AC053527.1	0.101066070540414	-1.18870710468196	0.002	0.003	1
AP005717.1	0.101088329206518	-0.84750567474418	0.002	0.003	1
AP003680.1	0.101206124711883	-0.642645521355141	0.009	0.012	1
ACHE	0.10122196322429	-0.885725322835672	0.002	0.003	1
METTL2A	0.101383617457008	-0.34861759357392	0.041	0.047	1
AL139289.2	0.101410619403655	0.484671461083883	0.003	0.005	1
NHSL1	0.10153432316161	-0.786107795599579	0.002	0.003	1
MRPL38	0.101699059390014	-0.270488895784106	0.009	0.013	1
RIPOR3	0.101751244218552	0.748862863530758	0.01	0.007	1
ANKRD23	0.101783584698474	-0.92405828383799	0.007	0.01	1
AC135050.1	0.101884175274797	0.81583611513605	0.012	0.009	1
RPA4	0.101975726466614	-0.920170027519715	0.003	0.005	1
SLC35G5	0.10206476112502	-0.84784570811175	0.004	0.006	1
ESRP2	0.10217087465626	1.01195876376544	0.005	0.003	1
AL033528.2	0.102293638728231	-0.939268755729024	0.004	0.006	1
ATP11A-AS1	0.102329425273888	0.640290150577398	0.005	0.003	1
AC020928.3	0.102488171608941	0.823817303739977	0.005	0.003	1
RAVER1	0.102792886093686	0.309455546527421	0.021	0.017	1
PLEKHA4	0.10290581303244	0.442285682466679	0.005	0.003	1
AC018816.1	0.102944910157177	0.688754931280113	0.022	0.018	1
AC109347.2	0.103284844327876	0.429309651554601	0.005	0.003	1
CHRNA1	0.103300779168809	-0.559674127134438	0.004	0.006	1
FMNL2	0.103303193507077	-0.538686021574642	0.006	0.008	1
PPCDC	0.104105117455358	0.542621435799596	0.026	0.021	1
FSIP2	0.104215806917907	-0.741318508562075	0.013	0.017	1
MIR4458HG	0.104331642306446	0.489362273745678	0.011	0.008	1
SLU7	0.104610007231312	0.321493690897187	0.231	0.219	1
AC096558.1	0.104771267809255	-0.379133868725249	0.009	0.012	1
LINC01562	0.104870948664958	-2.45016776650541	0	0.001	1
RPS10-NUDT3	0.104923437602597	-1.6779101934504	0	0.001	1
LANCL3	0.104926971696022	0.250565530392617	0.004	0.006	1
AC135803.1	0.104940938548832	-1.86243805994054	0	0.001	1
TAT	0.105028478041223	-1.46001413353198	0	0.001	1
AL445470.1	0.105045992893274	-0.781590887900837	0	0.001	1
EXD1	0.105045992893274	-1.23007693335241	0	0.001	1
AL139424.1	0.105063510063628	-0.976378144012527	0	0.001	1
LINC01597	0.105081029552472	-1.00497899159419	0	0.001	1
USP48	0.105134283961541	0.283157724417766	0.21	0.198	1
DPH6-DT	0.105151130696566	-0.808037323883779	0	0.001	1
ADH1B	0.105186195184502	-0.797954767575283	0	0.001	1
LINC01949	0.105221268951724	-0.998652706372913	0	0.001	1
RIBC1	0.105256351999752	0.509118853146156	0	0.001	1
EIF2D	0.105293594223988	-0.302363161986251	0.061	0.067	1
AL359922.2	0.105341390165488	-1.20949841793274	0.001	0.003	1
AP001330.5	0.105439176034912	-1.30070350252471	0.001	0.003	1
AC006460.1	0.105456971304926	1.49117410403434	0.002	0.001	1
ZC2HC1C	0.105516917457868	-0.848062757043842	0.007	0.009	1
SIAH2-AS1	0.105585989868128	-1.07122757357641	0.001	0.003	1
WFDC3	0.105883793010782	1.04982885249037	0.002	0.001	1
AP002907.1	0.105899061946445	0.919046528179184	0.002	0.001	1
AC067852.2	0.106040663281038	-0.486482700498764	0.007	0.01	1
HLA-DQA1	0.106156671759204	0.293698193868274	0.126	0.14	1
ASTL	0.106232855633584	-0.481653143882836	0.005	0.008	1
LRRC8C-DT	0.106235525876103	-0.555208320639717	0.011	0.014	1
CBX8	0.10633537497377	-0.260174611771714	0.018	0.022	1
EEF1AKMT3	0.106606588815434	-1.06690597575949	0.006	0.009	1
CENPI	0.106702082391099	0.403843725597411	0.004	0.002	1
C15orf65	0.106789073116726	0.812633991153063	0.004	0.002	1
C12orf66	0.106894007864244	-0.518978500251679	0.021	0.026	1
ARMH2	0.106908777123034	0.383867915830773	0.004	0.002	1
