"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060669","GO:0060669","embryonic placenta morphogenesis","7/931","25/17913",0.00021093921767278,0.00352198180440985,0.00277551602201026,"CDKN1C/DNAJB6/GRB2/SOCS3/SPINT2/TRIM28/ZFP36L1",7
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","7/931","25/17913",0.00021093921767278,0.00352198180440985,0.00277551602201026,"DNAJB9/HSPA5/NCK2/PPP1R15A/PPP1R15B/PTPN2/XBP1",7
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","14/931","90/17913",0.000214939755469073,0.00357685460180925,0.00281875881450961,"FOS/GNAS/HAX1/HSPA1A/IFNG/JUN/KLF10/LEF1/RUNX1/SMAP1/STAT3/TNF/TRAF6/ZFP36L1",14
"GO:1905269","GO:1905269","positive regulation of chromatin organization","15/931","101/17913",0.000219559359801517,0.00364163189816489,0.00286980689876503,"BCL6/GATA3/MECP2/MPHOSPH8/MTF2/PAF1/PPHLN1/RNF20/SIN3A/SIRT1/SMAD4/TPR/TRIM28/UBE2N/WDR61",15
"GO:1903900","GO:1903900","regulation of viral life cycle","19/931","147/17913",0.000223735633292774,0.00369524799076779,0.00291205933853363,"CCNK/CNOT7/DDX3X/DDX5/HSPA8/KPNA2/MPHOSPH8/PABPC1/RAD23A/SMC3/TBC1D20/TNF/TRIM28/TRIM38/TRIM8/VPS37B/YTHDC2/ZC3H12A/ZC3HAV1",19
"GO:0071353","GO:0071353","cellular response to interleukin-4","8/931","33/17913",0.000224267396524937,0.00369524799076779,0.00291205933853363,"GATA3/HSP90AB1/HSPA5/LEF1/PTPN2/RPL3/TCF7/XBP1",8
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","11/931","60/17913",0.000232089224026428,0.00379913373577901,0.00299392703852461,"BCL6/FOXP1/GATA3/IFNG/LEF1/NFKBID/NFKBIZ/PTGER4/RARA/STAT3/ZC3H12A",11
"GO:0046794","GO:0046794","transport of virus","11/931","60/17913",0.000232089224026428,0.00379913373577901,0.00299392703852461,"KPNA2/NUP50/NUP62/POM121/POM121C/RPS27A/TPR/UBA52/UBB/UBC/VPS37B",11
"GO:0051817","GO:0051817","modification of morphology or physiology of other organism involved in symbiotic interaction","16/931","113/17913",0.000241282882342976,0.00393676207705526,0.00310238576645348,"CALM1/CALM2/CCNK/CHD1/GTF2B/HSPA8/JUN/KPNA2/LEF1/SMC3/SUGT1/TAF11/TARDBP/TBC1D20/YTHDC2/ZC3H12A",16
"GO:0006289","GO:0006289","nucleotide-excision repair","15/931","102/17913",0.000245278132297955,0.00398895508013136,0.00314351673314194,"ATXN3/CCNH/CUL4A/ERCC5/PCNA/POLR2A/POLR2C/POLR2H/RAD23A/RAD23B/RPS27A/SIRT1/UBA52/UBB/UBC",15
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","40/931","428/17913",0.000247278971195957,0.00400848015119918,0.00315890356663205,"AKT1/CDC26/CDK2AP2/CDKN1A/CDKN1B/CDKN1C/CEP63/CNOT3/CNOT4/CNOT6/CNOT7/CSNK1D/CTDSP2/CUL4A/DDX3X/DUSP1/DYNC1H1/DYNLL1/GADD45A/HSP90AA1/HSPA2/LCMT1/MECP2/MEPCE/PCNA/PLK2/PLK3/PSMC6/RPL26/SFI1/SIN3A/SKP1/TPR/TUBA1A/TUBA4A/UBE2D1/USP47/ZFP36L1/ZFP36L2/ZNF207",40
"GO:0051170","GO:0051170","import into nucleus","17/931","125/17913",0.000255890850609342,0.0041214060151196,0.00324789537920133,"AKT1/BACH2/BAG3/CDKN1A/HNRNPA1/IFNG/KPNA2/NUP62/PPP1R10/RBM22/RPL23/SNRPG/STAT3/TARDBP/TPR/TRIM28/ZC3H12A",17
"GO:2001251","GO:2001251","negative regulation of chromosome organization","17/931","125/17913",0.000255890850609342,0.0041214060151196,0.00324789537920133,"DUSP1/HNRNPA1/HNRNPC/HNRNPU/KDM3A/KDM4C/LCMT1/MTF2/POT1/SIN3A/SIRT1/SUPT6H/TAF7/TPR/UBE2B/ZNF207/ZNF451",17
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","40/931","429/17913",0.000259453521453894,0.00415596215970823,0.00327512752811379,"AKT1/BUD31/COMMD6/CREBZF/CRTC2/CYLD/DDIT3/DHX9/EGLN1/FLOT1/FOS/HSPA1A/ICAM1/ID1/ID3/JMY/JUN/MED13/MXI1/NFKB2/NFKBID/PELI1/RPS27A/RPS3/SGK1/SIRT1/STAT3/SUMO1/TAF1/TNF/TRAF1/TRAF6/TRIM38/TRIM8/UBA52/UBB/UBC/UBE2N/ZBTB7A/ZC3H12A",40
"GO:0071478","GO:0071478","cellular response to radiation","21/931","173/17913",0.000259695778795903,0.00415596215970823,0.00327512752811379,"ATF4/CALM1/CDKN1A/DHX36/EEF1D/EGR1/GADD45A/GATA3/GRB2/HSPA5/MYC/PCNA/RAD9A/RHOB/RPL26/SIRT1/TAF1/TP53INP1/USP47/XRCC6/YY1",21
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","11/931","61/17913",0.000270043720593065,0.0042805347988945,0.00337329764231843,"BCL6/FOXP1/GATA3/IFNG/LEF1/NFKBID/NFKBIZ/PTGER4/RARA/STAT3/ZC3H12A",11
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","11/931","61/17913",0.000270043720593065,0.0042805347988945,0.00337329764231843,"BCL6/FOXP1/GATA3/IFNG/LEF1/NFKBID/NFKBIZ/PTGER4/RARA/STAT3/ZC3H12A",11
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","11/931","61/17913",0.000270043720593065,0.0042805347988945,0.00337329764231843,"CCT2/CCT3/CCT4/DHX36/HNRNPA1/HNRNPA2B1/HNRNPC/HNRNPU/NAF1/POT1/SMG5",11
"GO:0042255","GO:0042255","ribosome assembly","7/931","26/17913",0.000275797777153986,0.00435795288884642,0.00343430736950838,"DDX3X/EIF2A/RPL11/RPL38/RPS14/RPS19/SBDS",7
"GO:0032886","GO:0032886","regulation of microtubule-based process","23/931","199/17913",0.000279907626421567,0.00440898522247052,0.00347452366461726,"BICD1/CDK2AP2/CDKN1B/CEP120/CHMP1B/CYLD/DYNC1H1/FBXW5/FKBP4/HNRNPU/HSPA1A/IGBP1/MECP2/MEMO1/NUMA1/NUP62/PDCD6IP/PLK2/RNF4/RPS3/SMC3/STMN1/TPR",23
"GO:0071158","GO:0071158","positive regulation of cell cycle arrest","13/931","82/17913",0.000295261516161327,0.00463625371301595,0.00365362377695092,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/CRLF3/GADD45A/PCNA/PLK2/PLK3/RPL23/RPL26",13
"GO:0070482","GO:0070482","response to oxygen levels","37/931","389/17913",0.000296396505103994,0.00463953154395595,0.00365620688861834,"AKT1/ALKBH5/ATF4/ATP6V1G1/BNIP3L/CDKN1A/CDKN1B/CITED2/CPEB4/CXCR4/DDIT4/EGLN1/EGR1/ENDOG/FAM162A/ICAM1/MALAT1/MECP2/MTHFR/MYC/NR4A2/PLK3/PMAIP1/PSMC6/RPS27A/SIRT1/SLC2A1/SLC9A1/SMAD4/TM9SF4/TXN2/UBA52/UBB/UBC/UBQLN1/USP19/ZFP36L1",37
"GO:0070997","GO:0070997","neuron death","34/931","347/17913",0.000298389299865435,0.00465617446425535,0.00366932242825179,"AKT1/ATF4/CDC34/CEBPB/CPEB4/DDIT3/DDIT4/EFNB2/EGLN1/EGR1/ENDOG/FAM162A/FOS/GATA3/HSP90AB1/HSPA5/JUN/KCNB1/MAP3K11/MAP3K12/MAX/MCL1/MECP2/NLRP1/NR4A2/NR4A3/OXR1/REL/SIRT1/SLC9A1/SOD1/STAT3/TNF/UBB",34
"GO:0007254","GO:0007254","JNK cascade","23/931","200/17913",0.000301112234898604,0.00468407200188542,0.00369130722742649,"AKT1/CRKL/CYLD/DNAJA1/FZD7/GADD45A/GADD45B/GADD45G/GPS2/MAP3K11/MAP3K12/PER1/PTGER4/RPS27A/RPS3/SDCBP/SH2D3A/TNF/TRAF6/UBA52/UBB/UBC/UBE2N",23
"GO:0060968","GO:0060968","regulation of gene silencing","18/931","139/17913",0.00031652774824388,0.0049086300029523,0.00386827132447303,"DDX5/DHX9/MPHOSPH8/NUP50/NUP62/POLR2A/POLR2C/POLR2H/POM121/POM121C/PPHLN1/SIN3A/SIRT1/STAT3/TPR/TRIM28/ZC3H12A/ZFP36",18
"GO:0002694","GO:0002694","regulation of leukocyte activation","44/931","492/17913",0.000326755170980495,0.00505159460321389,0.00398093531896315,"AKT1/BCL6/CD274/CD55/CD83/CDKN1A/CEBPB/CYLD/EFNB2/EGR3/EXOSC6/FLT3LG/GATA3/GRB2/HLA-E/HSPD1/HSPH1/IFNG/IL6ST/IRF1/IRS2/LAT/MLH1/NCK2/NFKBID/NFKBIZ/NR4A3/NRARP/PELI1/PNP/PTPN2/RARA/RPS3/RUNX1/SOD1/SUPT6H/TFRC/TNF/TRAF6/XBP1/ZC3H12A/ZFP36L1/ZFP36L2/ZNF335",44
"GO:0006112","GO:0006112","energy reserve metabolic process","13/931","83/17913",0.000333730858750501,0.00514356268148079,0.00405341123988462,"AKT1/CALM1/GNAS/GSK3A/GYG1/IL6ST/IRS2/MYC/PPP1CB/PPP1R2/PPP1R3D/PRKAG2/STK40",13
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","20/931","164/17913",0.000339005061800997,0.0052088231735006,0.0041048401089885,"BCL6/CD83/CYLD/EGR3/FLT3LG/GATA3/IFNG/IRF1/NFKBID/NFKBIZ/NRARP/PNP/PTPN2/RARA/RUNX1/SOD1/XBP1/ZC3H12A/ZFP36L1/ZFP36L2",20
"GO:1903322","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","17/931","128/17913",0.000340430786442101,0.00521473336173848,0.00410949766347297,"ARRDC3/GOLGA2/GSK3A/HSPA5/MASTL/PELI1/RNF20/TOLLIP/TOPORS/TRAF6/UBB/UBE2D1/UBE2N/UBE2S/UBQLN1/XIAP/ZC3H12A",17
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","42/931","464/17913",0.000344740289754146,0.00522996202411573,0.00412149868981812,"AKT1/CDC26/CDK2AP2/CDKN1A/CDKN1B/CDKN1C/CEP63/CNOT3/CNOT4/CNOT6/CNOT7/CSNK1D/CTDSP2/CUL4A/DDX3X/DUSP1/DYNC1H1/DYNLL1/GADD45A/HSP90AA1/HSPA2/LCMT1/MECP2/MEPCE/PAF1/PCNA/PLK2/PLK3/PSMC6/RPL26/SFI1/SIN3A/SKP1/TAF1/TPR/TUBA1A/TUBA4A/UBE2D1/USP47/ZFP36L1/ZFP36L2/ZNF207",42
"GO:0016482","GO:0016482","cytosolic transport","18/931","140/17913",0.000345973394236667,0.00522996202411573,0.00412149868981812,"AKTIP/ARL1/BET1L/GAK/GOSR1/HOOK2/KIF5B/RAB21/RAB5A/RAB6A/RNF126/SGSM2/SNX5/SPAG9/STX16/STX5/TMEM87A/VPS13A",18
"GO:0017038","GO:0017038","protein import","18/931","140/17913",0.000345973394236667,0.00522996202411573,0.00412149868981812,"AKT1/BAG3/CDKN1A/HSP90AA1/HSPA8/IFNG/KPNA2/NUP62/PEX2/PPP1R10/RBM22/RPL23/STAT3/TARDBP/TOMM7/TPR/TRIM28/ZC3H12A",18
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","18/931","140/17913",0.000345973394236667,0.00522996202411573,0.00412149868981812,"CIRBP/DDX3X/DHX36/DHX9/EEF2/EIF3D/EIF5A/GSK3A/LARP4/NCK2/PABPC1/PLK3/PPP1R15A/RBM3/RPL26/SERP1/TNF/USP16",18
"GO:0045070","GO:0045070","positive regulation of viral genome replication","8/931","35/17913",0.000346645516471636,0.00522996202411573,0.00412149868981812,"CNOT7/DDX3X/HSPA8/PABPC1/RAD23A/TBC1D20/TRIM38/YTHDC2",8
"GO:0045727","GO:0045727","positive regulation of translation","16/931","117/17913",0.000360973243976236,0.00539350363201848,0.00425037850186912,"CIRBP/DDX3X/DHX36/DHX9/EEF2/EIF3D/EIF5A/LARP4/NCK2/PABPC1/PPP1R15A/RBM3/RPL26/SERP1/TNF/USP16",16
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint","11/931","63/17913",0.0003617922180791,0.00539350363201848,0.00425037850186912,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/RPL26",11
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint","11/931","63/17913",0.0003617922180791,0.00539350363201848,0.00425037850186912,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/RPL26",11
"GO:0071277","GO:0071277","cellular response to calcium ion","11/931","63/17913",0.0003617922180791,0.00539350363201848,0.00425037850186912,"CACYBP/CAMK2D/ENDOG/FOS/FOSB/FUS/HSPA5/JUN/JUNB/JUND/RASGRP2",11
"GO:0036293","GO:0036293","response to decreased oxygen levels","35/931","365/17913",0.000367401635595623,0.00546087475578183,0.00430347066526187,"AKT1/ALKBH5/ATF4/BNIP3L/CDKN1B/CITED2/CPEB4/CXCR4/DDIT4/EGLN1/EGR1/ENDOG/FAM162A/ICAM1/MALAT1/MECP2/MTHFR/MYC/NR4A2/PLK3/PMAIP1/PSMC6/RPS27A/SIRT1/SLC2A1/SLC9A1/SMAD4/TM9SF4/TXN2/UBA52/UBB/UBC/UBQLN1/USP19/ZFP36L1",35
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","17/931","129/17913",0.000373526424761516,0.00552879998572183,0.0043569994949001,"AKT1/ATXN3/CSNK1D/DNAJB2/GSK3A/HERPUD1/HSP90AA1/HSPA1A/PLK2/PLK3/PSMC6/RAD23A/RNF139/SUMO1/TAF1/UBQLN1/ZFAND2A",17
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","15/931","106/17913",0.000375865067447842,0.00552879998572183,0.0043569994949001,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/DDX5/GADD45A/PCNA/PLK2/PLK3/PMAIP1/RPL26/SIRT1/SNAI1",15
"GO:0009755","GO:0009755","hormone-mediated signaling pathway","24/931","216/17913",0.000376034964401367,0.00552879998572183,0.0043569994949001,"BUD31/CALR/DDX17/DDX5/FKBP4/FOXP1/GRIP1/KDM3A/LBH/LEF1/NR1D2/NR4A1/NR4A2/NR4A3/NUP62/PER1/RARA/RNF4/RUNX1/SIRT1/TAF1/TAF7/THRA/ZBTB7A",24
"GO:0043470","GO:0043470","regulation of carbohydrate catabolic process","13/931","84/17913",0.00037638666303277,0.00552879998572183,0.0043569994949001,"DDIT4/GSK3A/NUP50/NUP62/POM121/POM121C/PPP1CB/PPP1R3D/PRKAG2/STAT3/TPR/ZBTB20/ZBTB7A",13
"GO:0016072","GO:0016072","rRNA metabolic process","22/931","191/17913",0.000394664878242584,0.00578034027812019,0.00455522712653029,"DDX17/DDX27/DEDD2/EXOSC6/EXOSC9/IMP3/ISG20L2/NAF1/NCL/RBFA/RPL11/RPL14/RPL26/RPL27/RPL7/RPS14/RPS16/RPS19/RPS27/RPS9/SBDS/SIRT1",22
"GO:0006278","GO:0006278","RNA-dependent DNA biosynthetic process","12/931","74/17913",0.000403512817825689,0.00585853827388081,0.00461685146253649,"CCT2/CCT3/CCT4/HNRNPA1/HNRNPC/HNRNPU/HSP90AA1/HSP90AB1/NAF1/POT1/PTGES3/SMG5",12
"GO:0055072","GO:0055072","iron ion homeostasis","12/931","74/17913",0.000403512817825689,0.00585853827388081,0.00461685146253649,"ATP6V1G1/BTBD9/EGLN1/FTH1/FTL/MYC/SKP1/SLC25A28/SLC25A37/SMAD4/SOD1/TFRC",12
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","12/931","74/17913",0.000403512817825689,0.00585853827388081,0.00461685146253649,"AKT1/BAG3/CCT2/CCT3/CCT4/IFNG/RBM22/TARDBP/TPR/TRIM28/TRIM8/ZC3H12A",12
"GO:0044783","GO:0044783","G1 DNA damage checkpoint","11/931","64/17913",0.000416687636401678,0.00603233633160696,0.00475381392304927,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/GADD45A/PCNA/PLK2/PLK3/RPL26",11
"GO:0033673","GO:0033673","negative regulation of kinase activity","26/931","244/17913",0.000421564212618089,0.00606785960058623,0.00478180821935219,"AKT1/CDKN1A/CDKN1B/CDKN1C/CHMP6/DNAJA1/DUSP1/ERRFI1/GADD45A/GADD45B/GGNBP2/GPS2/HEXIM1/HNRNPU/IRS2/MIDN/MLLT1/NUP62/PPP2CA/PRKAG2/PRKAR2A/PTPN2/RGS2/SIRT1/SOCS3/TAF7",26
"GO:0045926","GO:0045926","negative regulation of growth","26/931","244/17913",0.000421564212618089,0.00606785960058623,0.00478180821935219,"BCL6/BTG1/CAPRIN2/CCDC85B/CDKN1A/CDKN1B/CDKN2AIP/CRLF3/DDX3X/DNAJB2/GSK3A/HSPA1A/IFRD1/ING1/PPP2CA/RGS2/RTN4/SERTAD2/SERTAD3/SIPA1/SIRT1/SMAD4/SQSTM1/TNF/TSPYL2/YY1",26
"GO:0070670","GO:0070670","response to interleukin-4","8/931","36/17913",0.000425604551752483,0.00610846189033865,0.00481380506430949,"GATA3/HSP90AB1/HSPA5/LEF1/PTPN2/RPL3/TCF7/XBP1",8
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","17/931","131/17913",0.000448135921041336,0.0063951932435785,0.00503976519389717,"CDKN1A/CDKN1B/CEP63/CNOT3/CNOT4/CNOT6/CNOT7/DDX5/GADD45A/GRB2/PCNA/PLK2/PLK3/PMAIP1/RPL26/SIRT1/SNAI1",17
"GO:0045598","GO:0045598","regulation of fat cell differentiation","17/931","131/17913",0.000448135921041336,0.0063951932435785,0.00503976519389717,"AKT1/ASXL1/CCDC85B/CEBPB/DDIT3/GATA3/GPS2/HNRNPU/INSIG1/SIRT1/SYAP1/TNF/XBP1/ZC3H12A/ZFP36/ZFP36L1/ZFP36L2",17
"GO:0051258","GO:0051258","protein polymerization","25/931","232/17913",0.000456290473479751,0.00649306528880703,0.0051168937665941,"ARFGEF1/CDKN1B/CSNK1D/EPS8/FKBP4/GOLGA2/GPX4/GRB2/HAX1/HIP1R/HSP90AA1/HSPA1A/ICAM1/JMY/MECP2/MYADM/NCK2/NUMA1/RPS3/SPTAN1/STMN1/TUBGCP6/UBE2S/VDAC2/ZNF207",25
"GO:0051099","GO:0051099","positive regulation of binding","21/931","181/17913",0.00048072596852854,0.00682140616532425,0.0053756444967408,"AKTIP/CALM2/CAPRIN2/DHX9/EIF3D/FLOT1/GATA3/GTF2B/HERPUD1/HIP1R/HSP90AB1/IFNG/PLK2/PPP2CA/RARA/RPL11/STMN1/SYAP1/TAF1/TRAF6/TRIM28",21
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","24/931","220/17913",0.00049197112954073,0.00696125250810599,0.00548585113225614,"AKT1/ATF4/BNIP3L/CITED2/CPEB4/EGLN1/EGR1/ENDOG/FAM162A/ICAM1/MALAT1/MYC/PLK3/PMAIP1/PSMC6/RPS27A/SIRT1/SLC9A1/UBA52/UBB/UBC/UBQLN1/USP19/ZFP36L1",24
"GO:0006479","GO:0006479","protein methylation","20/931","169/17913",0.000502498002956647,0.00707025982249956,0.00557175491155359,"ARID4A/GATA3/KDM3A/KDM4C/LCMT1/MECP2/MTF2/MTHFR/PAF1/RAB6A/RLF/RNF20/SATB1/SIRT1/SMAD4/SUPT6H/WDR61/WDR82/ZNF274/ZNF335",20
"GO:0008213","GO:0008213","protein alkylation","20/931","169/17913",0.000502498002956647,0.00707025982249956,0.00557175491155359,"ARID4A/GATA3/KDM3A/KDM4C/LCMT1/MECP2/MTF2/MTHFR/PAF1/RAB6A/RLF/RNF20/SATB1/SIRT1/SMAD4/SUPT6H/WDR61/WDR82/ZNF274/ZNF335",20
"GO:0019081","GO:0019081","viral translation","5/931","14/17913",0.000506605765995534,0.00708823542422243,0.0055859206776926,"DHX9/EIF3D/EIF3F/PCBP2/PTBP1",5
"GO:0031937","GO:0031937","positive regulation of chromatin silencing","5/931","14/17913",0.000506605765995534,0.00708823542422243,0.0055859206776926,"MPHOSPH8/PPHLN1/SIN3A/SIRT1/TRIM28",5
"GO:0070534","GO:0070534","protein K63-linked ubiquitination","9/931","46/17913",0.000515707184383732,0.00719522636169659,0.00567023544070404,"GPS2/PELI1/RNF126/RNF4/TRAF6/UBE2B/UBE2N/UBE2S/ZFP91",9
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","8/931","37/17913",0.000518561931837187,0.00719522636169659,0.00567023544070404,"CHMP1B/DYNC1H1/HNRNPU/HSPA1A/NUMA1/NUP62/SMC3/TPR",8
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","8/931","37/17913",0.000518561931837187,0.00719522636169659,0.00567023544070404,"CCT2/CCT3/CCT4/DHX36/HNRNPA1/HNRNPA2B1/NAF1/POT1",8
"GO:0071774","GO:0071774","response to fibroblast growth factor","18/931","145/17913",0.000531606434031005,0.00735584703884339,0.00579681339812815,"CRKL/DSTYK/EGR3/FGFR1/GATA3/GRB2/GTF2F2/HNRNPA1/HNRNPH1/IER2/NR4A1/POLR2A/POLR2C/POLR2H/PTBP1/ZFP36/ZFP36L1/ZFP36L2",18
"GO:0060260","GO:0060260","regulation of transcription initiation from RNA polymerase II promoter","6/931","21/17913",0.000536479043201185,0.00740281963469624,0.00583383039583716,"DHX36/GTF2B/TAF1/TAF7/THRA/ZNF451",6
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","11/931","66/17913",0.000547563591192604,0.00749384160733266,0.00590556073331109,"BCL6/FOXP1/GATA3/IFNG/LEF1/NFKBID/NFKBIZ/PTGER4/RARA/STAT3/ZC3H12A",11
"GO:0046785","GO:0046785","microtubule polymerization","11/931","66/17913",0.000547563591192604,0.00749384160733266,0.00590556073331109,"CDKN1B/CSNK1D/FKBP4/GOLGA2/HSPA1A/MECP2/NUMA1/RPS3/STMN1/TUBGCP6/ZNF207",11
"GO:2000573","GO:2000573","positive regulation of DNA biosynthetic process","11/931","66/17913",0.000547563591192604,0.00749384160733266,0.00590556073331109,"CCT2/CCT3/CCT4/HNRNPA1/HNRNPA2B1/HSP90AA1/HSP90AB1/MYC/NAF1/POT1/PTGES3",11
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","24/931","222/17913",0.000560868548522257,0.00765071513997297,0.00602918573407837,"AKT1/ARL6IP1/BCL2L13/CYCS/DDX3X/DNAJB6/FAM162A/FNIP1/HERPUD1/HIP1R/HSPD1/IGBP1/LEF1/MTCH1/MYC/NLRP1/PMAIP1/PRR7/RPS3/RPS6KA3/SIRT1/TNF/USP47/XIAP",24
"GO:0031398","GO:0031398","positive regulation of protein ubiquitination","15/931","110/17913",0.000562080888702346,0.00765071513997297,0.00602918573407837,"ARRDC3/GOLGA2/GSK3A/HSPA5/MASTL/PELI1/RNF20/TOPORS/TRAF6/UBB/UBE2D1/UBE2N/UBE2S/UBQLN1/XIAP",15
"GO:0043414","GO:0043414","macromolecule methylation","28/931","276/17913",0.000571507578087425,0.00775794433235749,0.00611368825510725,"ARID4A/FOS/GATA3/GNAS/KDM3A/KDM4C/LCMT1/MECP2/MEPCE/MPHOSPH8/MTF2/MTHFR/MYC/NSUN6/PAF1/RAB6A/RLF/RNF20/SATB1/SIRT1/SMAD4/SUPT6H/TRIM28/WDR61/WDR82/ZC3H13/ZNF274/ZNF335",28
"GO:0016073","GO:0016073","snRNA metabolic process","12/931","77/17913",0.000585886085799676,0.00793163082100156,0.00625056279302641,"CCNK/ELL2/GTF2A1/GTF2B/GTF2E2/GTF2F2/INTS6/MEPCE/POLR2A/POLR2C/POLR2H/TAF11",12
"GO:0042059","GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","9/931","47/17913",0.000608846953377143,0.0081981569609304,0.00646060009950279,"CHMP6/EPN1/ERRFI1/GRB2/HBEGF/NUP62/PTPN2/RNF126/SNX5",9
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","9/931","47/17913",0.000608846953377143,0.0081981569609304,0.00646060009950279,"BCL6/CD83/GATA3/IFNG/NFKBID/NFKBIZ/RARA/RUNX1/ZC3H12A",9
"GO:0071453","GO:0071453","cellular response to oxygen levels","25/931","237/17913",0.000626076294173277,0.0083970706329465,0.00661735505007815,"AKT1/ATF4/ATP6V1G1/BNIP3L/CITED2/CPEB4/EGLN1/EGR1/ENDOG/FAM162A/ICAM1/MALAT1/MYC/PLK3/PMAIP1/PSMC6/RPS27A/SIRT1/SLC9A1/UBA52/UBB/UBC/UBQLN1/USP19/ZFP36L1",25
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint","18/931","147/17913",0.000626972333144737,0.0083970706329465,0.00661735505007815,"CDKN1A/CDKN1B/CNOT3/CNOT4/CNOT6/CNOT7/DUSP1/GADD45A/LCMT1/PCNA/PLK2/PLK3/PPP1R10/PRCC/RPL24/RPL26/TPR/ZNF207",18
"GO:1902115","GO:1902115","regulation of organelle assembly","21/931","185/17913",0.000642787098137062,0.00858592153218278,0.00676617998039012,"ATG3/ATXN2L/C9orf72/CEP120/CHMP1B/CNOT6/CYLD/DYNC1H1/HNRNPU/HSPA1A/NUMA1/NUP62/PDCD6IP/PLK2/RAB5A/RNF4/SDCBP/SMAD4/SMC3/TNF/TPR",21
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","22/931","198/17913",0.000647446436630556,0.00862515744968738,0.00679710004861306,"AKT1/DDIT4/GSK3A/IGFBP3/IRS2/LCMT1/MIDN/NUP50/NUP62/PGP/PMAIP1/POM121/POM121C/PPP1CB/PPP1R3D/PRKAG2/PTPN2/SIRT1/STAT3/TPR/ZBTB20/ZBTB7A",22
"GO:0000715","GO:0000715","nucleotide-excision repair, DNA damage recognition","6/931","22/17913",0.000705476937226663,0.00934850258880518,0.00736713593595095,"CUL4A/RAD23B/RPS27A/UBA52/UBB/UBC",6
"GO:0000717","GO:0000717","nucleotide-excision repair, DNA duplex unwinding","6/931","22/17913",0.000705476937226663,0.00934850258880518,0.00736713593595095,"CUL4A/RAD23B/RPS27A/UBA52/UBB/UBC",6
"GO:0051972","GO:0051972","regulation of telomerase activity","9/931","48/17913",0.000715299736566159,0.00942877994857865,0.00743039892554874,"CCT2/CCT4/HNRNPA2B1/HSP90AA1/HSP90AB1/MYC/NAF1/POT1/PTGES3",9
"GO:1905268","GO:1905268","negative regulation of chromatin organization","9/931","48/17913",0.000715299736566159,0.00942877994857865,0.00743039892554874,"KDM3A/KDM4C/MTF2/SIN3A/SIRT1/SUPT6H/TAF7/UBE2B/ZNF451",9
"GO:0030852","GO:0030852","regulation of granulocyte differentiation","5/931","15/17913",0.000727543017945186,0.00951504693704291,0.00749838207309179,"CUL4A/HAX1/LEF1/RARA/RUNX1",5
"GO:0098840","GO:0098840","protein transport along microtubule","5/931","15/17913",0.000727543017945186,0.00951504693704291,0.00749838207309179,"BAG3/HNRNPU/KIF5B/PURA/SFPQ",5
"GO:0099118","GO:0099118","microtubule-based protein transport","5/931","15/17913",0.000727543017945186,0.00951504693704291,0.00749838207309179,"BAG3/HNRNPU/KIF5B/PURA/SFPQ",5
"GO:0042093","GO:0042093","T-helper cell differentiation","10/931","58/17913",0.00073562453865031,0.00958471872839246,0.00755328728950452,"BCL6/FOXP1/GATA3/LEF1/NFKBID/NFKBIZ/PTGER4/RARA/STAT3/ZC3H12A",10
